row_id,candidate_id,type,title,venue,year,authors,doi,url,issn,link
340,39_MUHAMMAD_SAQIB,journal,High Performance Triboelectric Nanogenerator Based on Metal-Organic Framework Composites for IoT-Assisted Wireless Healthcare Monitoring,,2025.0,"Muhammad Saqib, Shahzad Iqbal, Muhammad Muqeet Rehman, Zahir Abbas, Syed Adil Sardar, Yunsook Yang, Woo Young Kim",,,,
341,39_MUHAMMAD_SAQIB,journal,A Sustainable and Flexible Carbon Paper-Based Multifunctional Human-Machine Interface (HMI) Sensor,,2025.0,"Muhammad Saqib, Muhammad Muqeet Rehman, Maryam Khan, Hafiz Mohammad Mutee ur Rehman, Shahzad Iqbal, Sang Seop Lim, Kun Hyun Park, Woo Young Kim",,,,
342,39_MUHAMMAD_SAQIB,journal,2D materials-memristive devices nexus: From status quo to Impending applications,,2025.0,"Muhammad Saqib, Muhammad Muqeet Rehman, Yarjan Abdul Samad, Jahan Zeb Gul, Rayyan Ali Shaukat, Rui Chang, Yijun Shi, Woo Young Kim",,,,
343,39_MUHAMMAD_SAQIB,journal,"Adaptable self-powered humidity sensor based on a highly permeable, hierarchically fibrous, and chaotically textured sustainable biowaste",,2025.0,"Muhammad Saqib, Muhammad Muqeet Rehman, Maryam Khan, Shahzad Iqbal, Ahmed Usman Ali, Ghayas Uddin Siddiqui, Woo Young Kim",,,,
344,40_ABDUR_REHMAN,journal,Design and Evaluation of PM Vernier Machine for Urban Air Mobility Propulsion Applications,IEEE Canadian Journal of Electrical,2025.0,"Abdur Rehman, Jungmoon Kang, Gilsu Choi",,,,
345,40_ABDUR_REHMAN,journal,Centralized Intelligent Home Energy Management System,2017 International Conference on Renewable and Sustainable Energy,2018.0,"Abdur Rehman, Faisal Baig, Yousaf Hameed Khattak, Bernabe Mari, Anzar Mahmood",,,,
346,40_ABDUR_REHMAN,conference,Design and Analysis of a Vernier Motor Considering Series Compensation,IEEE Energy Conversion Congress and Exposition,2020.0,"Abdur Rehman, Byungtaek Kim, Young Hoon Joo",,,,
347,40_ABDUR_REHMAN,conference,Spoke-type PM Vernier as a Promising Candidate for MW-Scale Direct Drive Wind Turbine Applications,International Conference on Power Electronics,2023.0,"Abdur Rehman, Byungtaek Kim",,,,
348,40_ABDUR_REHMAN,conference,Design of a Low-Cost PM Vernier Machine with Improved Electromagnetic Performance,IEEE 21st Biennial Conference on Industrial Electronics,2024.0,"Abdur Rehman, Gilsu Choi",,,,
349,41_MUHAMMAD_AQEEL,conference,Comparative Analysis of Urdu Parts Of Speech Taggers using Machine Learning Techniques,International Multitopic Conference,2020.0,"Muhammad Aqeel, Fawwad Hassan Jaskani, Hafsa Shaikh, Faheem Khuhawar, Muhammad Talha Amin, Muhammad Adeel Azam",,,,
350,41_MUHAMMAD_AQEEL,conference,Facial Emotion Recognition using Deep Learning (FERDL),International Multitopic Conference,2023.0,"Muhammad Aqeel, Hafiz Arslan Ramzan, Ahmed Sohaib, Sadia Ramzan, Tehmina Kalsum",,,,
351,41_MUHAMMAD_AQEEL,journal,Analysis of the MIDAS and OASIS biomedical databases for the application of multimodal image processing,Intelligent Technologies and Applications,2020.0,"Muhammad Aqeel, Muhammad Adeel Azam, Khan Bahadar Khan, Muhammad Nawaz Abbasi",,,,
352,41_MUHAMMAD_AQEEL,journal,Brain tumor localization and segmentation based on Pixel-Based thresholding with morphological operation,Intelligent Technologies and Applications,2020.0,"Muhammad Aqeel, Muhammad Yousuf Khan, Khan Bahadar Khan",,,,
353,41_MUHAMMAD_AQEEL,conference,Detection of Anomaly in Videos Using Convolutional Autoencoder and Generative Adversarial Network model,International Multitopic Conference,2005.0,"Muhammad Aqeel, Muhammad Adeel Azam, Muhammad Hamza Ghouri, Fawwad Hassan Jaskani",,,,
354,41_MUHAMMAD_AQEEL,conference,Lungs nodule cancer detection using statistical techniques,international multitopic conference,2020.0,"Muhammad Aqeel, Waseem Abbas, Muhammad Adeel Azam, Muhammad Hamza Ghouri, Fawwad Hassan Jaskani",,,,
355,41_MUHAMMAD_AQEEL,journal,Real-Time Apple Disease Detection and Classification Using Hybrid CNN Model,International Journal of Advanced N,2024.0,"Muhammad Aqeel, Muhammad Aqeel, Muhammad Iqbal, Ahmed Sohaib, Badarul Islam Ahmed Zaheer",,,,
356,41_MUHAMMAD_AQEEL,journal,Web-Based method to connect organizations and IT people using iterative model,International Journal of Information,2023.0,"Muhammad Aqeel, Muhammad Aqeel, Muhammad Imtiaz, Muhammad Sikander Shahbaz",,,,
357,41_MUHAMMAD_AQEEL,journal,Real-Time Health Monitoring Smart System for Cardiac Patients using Internet of Things (IoT),International Journal of Electrical,2023.0,"Muhammad Aqeel, Hammad Shahab, Muhammad Aqeel, Hussain Mahmood Sargana, Muhammad Sikander Shahbaz",,,,
358,41_MUHAMMAD_AQEEL,journal,Intelligent Smart Energy Meter Reading System Using Global System for Mobile Communication,International Journal of Intelligen,2023.0,"Muhammad Aqeel, Hammad Shahab, Muhammad Aqeel, Muhammad Naeem, Muhammad Sikander Shahbaz",,,,
359,41_MUHAMMAD_AQEEL,journal,Recent trends in cloud computing and IoT platforms for it management and development: a review,Pakistan Journal of Engineering and,2023.0,"Muhammad Aqeel, Faizan Qaisar, Hammad Shahab, Muhammad Iqbal, Hussain Mahmood Sargana",,,,
360,41_MUHAMMAD_AQEEL,journal,IoT-Driven Smart Agricultural Technology for Real-Time Soil and Crop Optimization,Smart Agricultural Technology,2025.0,"Muhammad Aqeel, Hammad Shahab, Muhammad Aqeel, Muhammad Naeem, Muhammad Iqbal",,,,
361,41_MUHAMMAD_AQEEL,journal,Milk adulteration identification using hyperspectral imaging and machine learning,Journal of Dairy Science,2025.0,"Muhammad Aqeel, Ahmed Sohaib, Muhammad Iqbal, Syed Sajid Ullah",,,,
362,41_MUHAMMAD_AQEEL,journal,Hyperspectral Identification of Milk Adulteration using Advance Deep Learning,IEEE Access,2024.0,"Muhammad Aqeel, Ahmad Sohaib, Muhammad Iqbal, Syed Sajid Ullah",,,,
363,41_MUHAMMAD_AQEEL,journal,Hyperspectral identification of oil adulteration using machine learning techniques,Current Research in Food S,2024.0,"Muhammad Aqeel, Ahmad Sohaib, Muhammad Iqbal, Hafeez Ur Rehman, Furqan Rustam",,,,
364,43_AMMARA_NASIM,journal,Investigating 3D Echocardiography Image Fusion for Improving Image Quality,3rd IEEE International Conference,2013.0,"Ammara Nasim, Aisha Gul Hafeez, Kashif Rajpoot, Muhammad Shahzad",,,,
365,43_AMMARA_NASIM,journal,Contrast 3D Echocardiographic Segmentation by image inversion,17th IEEE International Multi Topic Conference,2014.0,"Ammara Nasim, Muhammad Qamar, Kashif Rajpoot",,,,
366,43_AMMARA_NASIM,journal,Review of OCT and Fundus images for detecting Macular Edema,IEEE International Conference,2015.0,"Taimur Hassan, M. Usman Akram, Bilal Hassan, Ammara Nasim, Shafaat Ahmed Bazaz",,,,
367,43_AMMARA_NASIM,journal,Fully automated identification of heart sounds for the analysis of cardiovascular pathology,Future Information and Communication Technology,2018.0,"Taimur Hassan, Sidra Ghafoor, Ammara Nasim",,,,
368,43_AMMARA_NASIM,journal,Automated identification colorectal gland sparsity from benign images,International Conference on Image Processing,2017.0,"Ammara Nasim, Taimur Hassan, M. Usman Akram, Bilal Hassan, Muhammad Ali Shami",,,,
369,43_AMMARA_NASIM,journal,Mitosis detection in breast cancer by inference of segmentation and bag of features,International Conference on Computer Vision,2017.0,"Mobeen-ur-Rahman, Farrukh Javed Gill, Ammara Nasim, Imran Farid Nizami",,,,
370,43_AMMARA_NASIM,journal,Automated diagnosis of retinal Edema from optical coherence tomography images,International Conference on Computer Vision,2018.0,"Abdul Wahab Arif, Ammara Nasim, Adeel M Syed, Taimur Hassan",,,,
371,43_AMMARA_NASIM,journal,Automated Gland Segmentation Leading to Cancer Detection for Colorectal Biopsy Images,Future of Information and Communication Technology,2019.0,"Fawad Hussain Naqvi, Salahuddin Ayubi, Ammara Nasim, Zeeshan Zafar",,,,
372,43_AMMARA_NASIM,journal,Development of EMD-based framework for modelling the effects of chiropractic care,20th International Conference on Bhurban,2024.0,"Aitzaz Saleem, Maheen Khalid, Hassan Kazmi, Ammara Nasim",,,,
373,43_AMMARA_NASIM,journal,A Robust Semantic Segmentation Framework for Baggage Threat Detection,International Conference on Computer Vision,2025.0,"Saad Mazhar Khan, Muhammad Usman Akram, Anum Abdul Salam, Ammara Nasim",,,,
374,43_AMMARA_NASIM,journal,Incremental Instance Segmentation for Cluttered Baggage Threat Detection,IEEE International Conference,2023.0,"Ammara Nasim, Divya Velayudhan, Abdelfatah Hassan, Ahmed, Taimur Hassan, Samet Akcay, Muhammad Usman Akram, Naoufel Werghi",,,,
375,43_AMMARA_NASIM,journal,A Cross-domain Vision Transformer Based Framework for Baggage Threat Classification,16th International Conference,2024.0,"Ammara Nasim, Zawar Khan , Taimur Hassan , Soyiba Jawed , Muhammad Usman Akram , Jahan Zeb",,,,
376,43_AMMARA_NASIM,journal,A Cross-Domain Threat Screening and Localization Framework Using Vision Transformers and Self-supervised Learning,14th International Conference,2024.0,"Ammara Nasim, Muhammad Usman Akram, Muhammad Belal Afsar khan, Asad Mansoor Khan, Taimur Hassan",,,,
377,43_AMMARA_NASIM,journal,"Fully automated robust system to detect retinal edema, central serous chorioretinopathy and age-related macular degeneration from optical coherence tomography images",BioMed Research International,2017.0,"Samina Khalid, M. Usman Akram, Taimur Hassan, Ammara Nasim, Amina Jameel",,,,
378,43_AMMARA_NASIM,journal,No-reference image quality assessment using bag-of-features with feature selection,Multimedia Tools and Applications,2020.0,"Imran Fareed Nizami, Muhammad Majid, Mobeen ur Rehman, Syed Muhammad Anwar, Ammara Nasim & Khawar Khurshid",,,,
379,43_AMMARA_NASIM,journal,Class and Data-Incremental Learning Framework for Baggage Threat Segmentation via Knowledge Distillation,IEEE Acess,2025.0,"Ammara Nasim, Saad Mazhar Khan, Anum Abdus Salam, Arslan Shaukat, Taimur Hassan, Adeel M. Syed, And Muhammad Usman Akram",,,,
380,43_AMMARA_NASIM,journal,Regressor Driven Incremental Instance Segmentation for Contraband Items Identification,Engineering Applications of Artificial Intelligence,2025.0,"Ammara Nasim, Mahboob Anwar, Muhammad Owais, Samet Akcay, Divya Velayudhan, Muhammad Usman Akram, Mohammed Ghazal, Naoufel Werghi, Taimur Hassan",,,,
381,09_SANA_FATIMA_RIZVI,journal,Transformer-Based Sentiment Analysis for Low-Resource Urdu Text,IEEE Access,2024.0,"Sana Fatima Rizvi, Ahmad Raza, Bilal Yousaf",,,,
382,09_SANA_FATIMA_RIZVI,journal,A Federated Learning Framework for Privacy-Preserving Healthcare Diagnostics,Scientific Reports,2023.0,"Sana Fatima Rizvi, Ahmad Raza, ...",,,,
383,09_SANA_FATIMA_RIZVI,journal,Deep Learning Approaches for Crop Disease Detection in Punjab Informatics & Biomedical,Journal of Computing,2022.0,"Sana Fatima Rizvi, Hina Malik, Ahmad Raza, ...",,,,
384,Muhammad_Dawood_Rizwan_CV,,"Large Language Models in Clinical Reasoning: Capabilities, Challenges, and the Future of AI-Assisted Healthcare",Journal of Healthcare Informatics Research,,,,,,
385,Muhammad_Dawood_Rizwan_CV,,Bridging Performance and Efficiency: Distilling Vision Transformers for Remote Sensing,2025 5th International Conference on Digital Futures and Transformative Technologies (ICoDT2),2025,,,,,
386,Muhammad_Dawood_Rizwan_CV,,From Segmentation to Structured Reports: Auditable Continual Learning for Automation in Medical Imaging Diagnostics,2026 International Conference on Robotics and Automation in Industry (ICRAI),2026,,,,,
387,Muhammad_Dawood_Rizwan_CV,,HunarmandAI: A Bilingual Intelligent Diagnostic Interface for Smart Vehicles and Industrial Mechatronic Systems,2026 International Conference on Robotics and Automation in Industry (ICRAI),2026,,,,,
388,Muhammad_Dawood_Rizwan_CV,,XMedFusion: A Knowledge-Guided Multimodal Perception and Reasoning Framework for Autonomous Medical Systems,2026 International Conference on Robotics and Automation in Industry (ICRAI),2026,,,,,
389,Muhammad_Dawood_Rizwan_CV,,MedLingo: Resource-Efficient Hierarchical Multi-Agent Intelligence for Autonomous Clinical and Robotic Diagnostics,2026 International Conference on Robotics and Automation in Industry (ICRAI),2026,,,,,
